"uuid";"Родитель_Key";"ЭтоГруппа";"Наименование";"Уровень";"Уровень_1";"Уровень_2";"Уровень_3";"Уровень_4";"Уровень_5";"Уровень_6"
"82a98057-3d67-11f1-8c6e-876486533714";f660bfbe-9814-11ee-8c27-c862deca6261;true;Венеция ПО В5;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Нестандарт;Венеция ПО В5
"16c48ba4-9815-11ee-8c27-c862deca6261";f660bfbe-9814-11ee-8c27-c862deca6261;true;Венеция ПО В5.3 ;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Нестандарт;Венеция ПО В5.3 
"4af88126-9b86-11f0-8c5a-fff9d53af0ac";f660bfbe-9814-11ee-8c27-c862deca6261;true;Неаполь ПГ B1;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Нестандарт;Неаполь ПГ B1
"1cc17e61-9815-11ee-8c27-c862deca6261";f660bfbe-9814-11ee-8c27-c862deca6261;true;Неаполь ПГ В3;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Нестандарт;Неаполь ПГ В3
"7acc5207-0ae8-11f0-8c3a-a7d9803df3c7";f660bfbe-9814-11ee-8c27-c862deca6261;true;Неаполь ПГ В4;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Нестандарт;Неаполь ПГ В4
"1cc17ee2-9815-11ee-8c27-c862deca6261";f660bfbe-9814-11ee-8c27-c862deca6261;true;Неаполь ПО АК;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Нестандарт;Неаполь ПО АК
f660bfbe-9814-11ee-8c27-c862deca6261;"127131ea-357a-11ed-aa22-505dac4282cc";true;Нестандарт;5;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Нестандарт;Нестандарт
"240c37e0-9815-11ee-8c27-c862deca6261";f660bfbe-9814-11ee-8c27-c862deca6261;true;Турин ПГ В4;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Нестандарт;Турин ПГ В4
"5def62da-f5a3-11ef-8c35-99d78e15fd51";f660bfbe-9814-11ee-8c27-c862deca6261;true;Турин ПО АК B5;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Нестандарт;Турин ПО АК B5
"2b99b1de-9815-11ee-8c27-c862deca6261";f660bfbe-9814-11ee-8c27-c862deca6261;true;Турин ПО В4;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Нестандарт;Турин ПО В4
"127131ea-357a-11ed-aa22-505dac4282cc";"14b504b0-4609-11ed-aa23-505dac4282cc";true;Полотна Classic Baguette;4;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Полотна Classic Baguette;Полотна Classic Baguette
"5199bec5-3d64-11f1-8c6e-876486533714";d715ff1c-9814-11ee-8c27-c862deca6261;true;Ампир ПГ B5;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Ампир ПГ B5
b3cec608-9b7d-11f0-8c5a-fff9d53af0ac;d715ff1c-9814-11ee-8c27-c862deca6261;true;Ампир ПГ В2;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Ампир ПГ В2
"9f8c5446-3d64-11f1-8c6e-876486533714";d715ff1c-9814-11ee-8c27-c862deca6261;true;Ампир ПО B5;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Ампир ПО B5
"64a88d35-5fd6-11ec-a9fd-505dac4282cc";d715ff1c-9814-11ee-8c27-c862deca6261;true;Венеция ПГ В3;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Венеция ПГ В3
"8eed2b89-5fd6-11ec-a9fd-505dac4282cc";d715ff1c-9814-11ee-8c27-c862deca6261;true;Венеция ПГ В4;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Венеция ПГ В4
"33115638-a6a2-11ec-aa0b-505dac4282cc";d715ff1c-9814-11ee-8c27-c862deca6261;true;Венеция ПГ В5.3;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Венеция ПГ В5.3
"0030239b-e18a-11f0-8c61-928b0394eb9e";d715ff1c-9814-11ee-8c27-c862deca6261;true;Венеция ПО АК;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Венеция ПО АК
ca88d262-f5a2-11ef-8c35-99d78e15fd51;d715ff1c-9814-11ee-8c27-c862deca6261;true;Венеция ПО АК2;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Венеция ПО АК2
"7d537dc1-5fd6-11ec-a9fd-505dac4282cc";d715ff1c-9814-11ee-8c27-c862deca6261;true;Венеция ПО В3 Сатинато с рамкой;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Венеция ПО В3 Сатинато с рамкой
ab1895cc-a6a3-11ec-aa0b-505dac4282cc;d715ff1c-9814-11ee-8c27-c862deca6261;true;Венеция ПО В5.3 ;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Венеция ПО В5.3 
bbe20994-9b85-11f0-8c5a-fff9d53af0ac;d715ff1c-9814-11ee-8c27-c862deca6261;true;Неаполь ПГ B1;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Неаполь ПГ B1
e50a991e-9b45-11ee-8c27-c862deca6261;d715ff1c-9814-11ee-8c27-c862deca6261;true;Неаполь ПГ B5;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Неаполь ПГ B5
a3263ef4-5fd6-11ec-a9fd-505dac4282cc;d715ff1c-9814-11ee-8c27-c862deca6261;true;Неаполь ПГ В3;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Неаполь ПГ В3
"2bc9abc0-0ae8-11f0-8c3a-a7d9803df3c7";d715ff1c-9814-11ee-8c27-c862deca6261;true;Неаполь ПГ В4;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Неаполь ПГ В4
"8f9073bb-a6a4-11ec-aa0b-505dac4282cc";d715ff1c-9814-11ee-8c27-c862deca6261;true;Неаполь ПО В3;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Неаполь ПО В3
d715ff1c-9814-11ee-8c27-c862deca6261;"127131ea-357a-11ed-aa22-505dac4282cc";true;Стандарт;5;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Стандарт
"5f10d520-142c-11ef-8c2c-d0ba8768f0dd";d715ff1c-9814-11ee-8c27-c862deca6261;true;Турин ПГ В1;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Турин ПГ В1
d3ee5cdd-142d-11ef-8c2c-d0ba8768f0dd;d715ff1c-9814-11ee-8c27-c862deca6261;true;Турин ПГ В2;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Турин ПГ В2
b036b6f1-5fd6-11ec-a9fd-505dac4282cc;d715ff1c-9814-11ee-8c27-c862deca6261;true;Турин ПГ В4;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Турин ПГ В4
bac5595e-5fd6-11ec-a9fd-505dac4282cc;d715ff1c-9814-11ee-8c27-c862deca6261;true;Турин ПО В4;6;Двери;Задор/Дельта;Полотна;Полотна Classic Baguette;Стандарт;Турин ПО В4
"5db72ab6-a6b0-11ec-aa0b-505dac4282cc";"712993bb-9830-11ee-8c27-c862deca6261";false;Filomuro Elen ПГ;6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Нестандарт;Filomuro Elen ПГ
b39c6243-9830-11ee-8c27-c862deca6261;"712993bb-9830-11ee-8c27-c862deca6261";false;Filomuro Elen ПГ ALU;6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Нестандарт;Filomuro Elen ПГ ALU
"7afad55c-e2c0-11ef-8c33-ac5a3889fd1c";"712993bb-9830-11ee-8c27-c862deca6261";false;Filomuro Elen ПГ ALU Revers без врезки;6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Нестандарт;Filomuro Elen ПГ ALU Revers без врезки
"4b777123-e2ba-11ef-8c33-ac5a3889fd1c";"712993bb-9830-11ee-8c27-c862deca6261";false;Filomuro Elen ПГ ALU Revers с врезкой;6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Нестандарт;Filomuro Elen ПГ ALU Revers с врезкой
c5c573de-9830-11ee-8c27-c862deca6261;"712993bb-9830-11ee-8c27-c862deca6261";false;Filomuro Elen ПГ ALU с врезкой;6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Нестандарт;Filomuro Elen ПГ ALU с врезкой
bab9dd8b-9830-11ee-8c27-c862deca6261;"712993bb-9830-11ee-8c27-c862deca6261";false;Filomuro Elen ПГ с врезкой;6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Нестандарт;Filomuro Elen ПГ с врезкой
"712993bb-9830-11ee-8c27-c862deca6261";"30e0b783-357a-11ed-aa22-505dac4282cc";true;Нестандарт;5;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Нестандарт;Нестандарт
"30e0b783-357a-11ed-aa22-505dac4282cc";"14b504b0-4609-11ed-aa23-505dac4282cc";true;Полотна Filomuro;4;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Полотна Filomuro;Полотна Filomuro
c54ebdee-1d7b-11ee-8c1f-81d2968293f9;"5f185d8a-9830-11ee-8c27-c862deca6261";false;Elen ПГ (ПГ Грунт без врезки);6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Стандарт;Elen ПГ (ПГ Грунт без врезки)
"93946c72-5feb-11ec-a9fd-505dac4282cc";"5f185d8a-9830-11ee-8c27-c862deca6261";false;Elen ПГ (ПГ Грунт с врезкой  под 2 петли);6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Стандарт;Elen ПГ (ПГ Грунт с врезкой  под 2 петли)
a9656556-1d7b-11ee-8c1f-81d2968293f9;"5f185d8a-9830-11ee-8c27-c862deca6261";false;Elen ПГ ALU  (ПГ Грунт без врезки);6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Стандарт;Elen ПГ ALU  (ПГ Грунт без врезки)
a245c3f1-5feb-11ec-a9fd-505dac4282cc;"5f185d8a-9830-11ee-8c27-c862deca6261";false;Elen ПГ ALU  (ПГ Грунт с врезкой  под 2 петли);6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Стандарт;Elen ПГ ALU  (ПГ Грунт с врезкой  под 2 петли)
"692c948e-6d95-11ee-8c24-90ebb049f306";"5f185d8a-9830-11ee-8c27-c862deca6261";false;Elen ПГ ALU (ПГ Грунт с врезкой под 3 петли);6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Стандарт;Elen ПГ ALU (ПГ Грунт с врезкой под 3 петли)
fa65ef1d-725a-11ef-8c32-c42dcda0bdba;"5f185d8a-9830-11ee-8c27-c862deca6261";false;Elen ПГ Alu Revers;6;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Стандарт;Elen ПГ Alu Revers
"5f185d8a-9830-11ee-8c27-c862deca6261";"30e0b783-357a-11ed-aa22-505dac4282cc";true;Стандарт;5;Двери;Задор/Дельта;Полотна;Полотна Filomuro;Стандарт;Стандарт
"95728950-9e38-11ee-8c27-c862deca6261";"52eaeb61-357a-11ed-aa22-505dac4282cc";true;F1 ПГ;5;Двери;Задор/Дельта;Полотна;Полотна Forma;F1 ПГ;F1 ПГ
c296262e-9e38-11ee-8c27-c862deca6261;"95728950-9e38-11ee-8c27-c862deca6261";false;Беленый дуб;6;Двери;Задор/Дельта;Полотна;Полотна Forma;F1 ПГ;Беленый дуб
"2d77a376-5ff0-11ec-a9fd-505dac4282cc";"95728950-9e38-11ee-8c27-c862deca6261";false;Белый;6;Двери;Задор/Дельта;Полотна;Полотна Forma;F1 ПГ;Белый
b45680dc-9e38-11ee-8c27-c862deca6261;"95728950-9e38-11ee-8c27-c862deca6261";false;Орех;6;Двери;Задор/Дельта;Полотна;Полотна Forma;F1 ПГ;Орех
"9b7dcb73-9e38-11ee-8c27-c862deca6261";"52eaeb61-357a-11ed-aa22-505dac4282cc";true;F2 ПО;5;Двери;Задор/Дельта;Полотна;Полотна Forma;F2 ПО;F2 ПО
e9cb2e4a-9e38-11ee-8c27-c862deca6261;"9b7dcb73-9e38-11ee-8c27-c862deca6261";false;Беленый дуб;6;Двери;Задор/Дельта;Полотна;Полотна Forma;F2 ПО;Беленый дуб
"3a504287-5ff0-11ec-a9fd-505dac4282cc";"9b7dcb73-9e38-11ee-8c27-c862deca6261";false;Белый;6;Двери;Задор/Дельта;Полотна;Полотна Forma;F2 ПО;Белый
dc968807-9e38-11ee-8c27-c862deca6261;"9b7dcb73-9e38-11ee-8c27-c862deca6261";false;Грей;6;Двери;Задор/Дельта;Полотна;Полотна Forma;F2 ПО;Грей
d590ec4a-9e38-11ee-8c27-c862deca6261;"9b7dcb73-9e38-11ee-8c27-c862deca6261";false;Орех;6;Двери;Задор/Дельта;Полотна;Полотна Forma;F2 ПО;Орех
a820fa27-9e38-11ee-8c27-c862deca6261;"52eaeb61-357a-11ed-aa22-505dac4282cc";true;F4 ПО;5;Двери;Задор/Дельта;Полотна;Полотна Forma;F4 ПО;F4 ПО
"45747936-5ff0-11ec-a9fd-505dac4282cc";a820fa27-9e38-11ee-8c27-c862deca6261;false;Беленый дуб;6;Двери;Задор/Дельта;Полотна;Полотна Forma;F4 ПО;Беленый дуб
"1fd17109-9e39-11ee-8c27-c862deca6261";a820fa27-9e38-11ee-8c27-c862deca6261;false;Белый;6;Двери;Задор/Дельта;Полотна;Полотна Forma;F4 ПО;Белый
"0616254d-9e39-11ee-8c27-c862deca6261";a820fa27-9e38-11ee-8c27-c862deca6261;false;Грей;6;Двери;Задор/Дельта;Полотна;Полотна Forma;F4 ПО;Грей
"52eaeb61-357a-11ed-aa22-505dac4282cc";"14b504b0-4609-11ed-aa23-505dac4282cc";true;Полотна Forma;4;Двери;Задор/Дельта;Полотна;Полотна Forma;Полотна Forma;Полотна Forma
"7d096050-d203-11ed-aa29-505dac4282cc";ad5af5a0-a771-11ec-aa0b-505dac4282cc;false;Нестандарт H5 Окаша Сильвер Черный лакобель;5;Двери;Задор/Дельта;Полотна;Полотна Horizont;Нестандарт H5 Окаша Сильвер Черный лакобель;Нестандарт H5 Окаша Сильвер Черный лакобель
ad5af5a0-a771-11ec-aa0b-505dac4282cc;"14b504b0-4609-11ed-aa23-505dac4282cc";true;Полотна Horizont;4;Двери;Задор/Дельта;Полотна;Полотна Horizont;Полотна Horizont;Полотна Horizont
cf7abe89-a771-11ec-aa0b-505dac4282cc;ad5af5a0-a771-11ec-aa0b-505dac4282cc;false;Стандарт H5 Окаша Сильвер Черный лакобель;5;Двери;Задор/Дельта;Полотна;Полотна Horizont;Стандарт H5 Окаша Сильвер Черный лакобель;Стандарт H5 Окаша Сильвер Черный лакобель
f812259f-be18-11f0-8c5f-c63bcafa6d19;"5dad6bc8-be19-11f0-8c5f-c63bcafa6d19";false;LF3;6;Двери;Задор/Дельта;Полотна;Полотна Legno;Нестандарт;LF3
"35e4782b-be19-11f0-8c5f-c63bcafa6d19";"5dad6bc8-be19-11f0-8c5f-c63bcafa6d19";false;LА7;6;Двери;Задор/Дельта;Полотна;Полотна Legno;Нестандарт;LА7
"5dad6bc8-be19-11f0-8c5f-c63bcafa6d19";d8d1d84b-be18-11f0-8c5f-c63bcafa6d19;true;Нестандарт;5;Двери;Задор/Дельта;Полотна;Полотна Legno;Нестандарт;Нестандарт
d8d1d84b-be18-11f0-8c5f-c63bcafa6d19;"14b504b0-4609-11ed-aa23-505dac4282cc";true;Полотна Legno;4;Двери;Задор/Дельта;Полотна;Полотна Legno;Полотна Legno;Полотна Legno
"55ba3e9e-5bef-11f0-8c52-83eca2bf61c9";e679f9c3-904b-11ef-8c32-c42dcda0bdba;true;Нестандарт;5;Двери;Задор/Дельта;Полотна;Полотна S;Нестандарт;Нестандарт
ceac0752-9b92-11f0-8c5a-fff9d53af0ac;"55ba3e9e-5bef-11f0-8c52-83eca2bf61c9";false;ПГ S25;6;Двери;Задор/Дельта;Полотна;Полотна S;Нестандарт;ПГ S25
a85d3e25-9b93-11f0-8c5a-fff9d53af0ac;"55ba3e9e-5bef-11f0-8c52-83eca2bf61c9";false;ПГ S27;6;Двери;Задор/Дельта;Полотна;Полотна S;Нестандарт;ПГ S27
"601f547b-5bef-11f0-8c52-83eca2bf61c9";"55ba3e9e-5bef-11f0-8c52-83eca2bf61c9";false;ПО S21;6;Двери;Задор/Дельта;Полотна;Полотна S;Нестандарт;ПО S21
"26a3d8f1-9b91-11f0-8c5a-fff9d53af0ac";"55ba3e9e-5bef-11f0-8c52-83eca2bf61c9";false;ПО S22;6;Двери;Задор/Дельта;Полотна;Полотна S;Нестандарт;ПО S22
"81072a6f-9b91-11f0-8c5a-fff9d53af0ac";"55ba3e9e-5bef-11f0-8c52-83eca2bf61c9";false;ПО S23;6;Двери;Задор/Дельта;Полотна;Полотна S;Нестандарт;ПО S23
"85672977-9b93-11f0-8c5a-fff9d53af0ac";"55ba3e9e-5bef-11f0-8c52-83eca2bf61c9";false;ПО S26;6;Двери;Задор/Дельта;Полотна;Полотна S;Нестандарт;ПО S26
e679f9c3-904b-11ef-8c32-c42dcda0bdba;"14b504b0-4609-11ed-aa23-505dac4282cc";true;Полотна S;4;Двери;Задор/Дельта;Полотна;Полотна S;Полотна S;Полотна S
"8097ed37-b200-11ef-8c33-ac5a3889fd1c";f54e4f90-904b-11ef-8c32-c42dcda0bdba;false;ПГ S25;6;Двери;Задор/Дельта;Полотна;Полотна S;Стандарт;ПГ S25
"08d2ef88-904c-11ef-8c32-c42dcda0bdba";f54e4f90-904b-11ef-8c32-c42dcda0bdba;false;ПО S21;6;Двери;Задор/Дельта;Полотна;Полотна S;Стандарт;ПО S21
"6bb90a2d-b200-11ef-8c33-ac5a3889fd1c";f54e4f90-904b-11ef-8c32-c42dcda0bdba;false;ПО S22;6;Двери;Задор/Дельта;Полотна;Полотна S;Стандарт;ПО S22
c535f8a2-e2b4-11ef-8c33-ac5a3889fd1c;f54e4f90-904b-11ef-8c32-c42dcda0bdba;false;ПО S26;6;Двери;Задор/Дельта;Полотна;Полотна S;Стандарт;ПО S26
f54e4f90-904b-11ef-8c32-c42dcda0bdba;e679f9c3-904b-11ef-8c32-c42dcda0bdba;true;Стандарт;5;Двери;Задор/Дельта;Полотна;Полотна S;Стандарт;Стандарт
cd728053-9b1b-11ee-8c27-c862deca6261;cd728024-9b1b-11ee-8c27-c862deca6261;false;SK Белая Эмаль;6;Двери;Задор/Дельта;Полотна;Полотна SK;Нестандарт;SK Белая Эмаль
cd728024-9b1b-11ee-8c27-c862deca6261;"3f75b95b-d29e-11ed-aa29-505dac4282cc";true;Нестандарт;5;Двери;Задор/Дельта;Полотна;Полотна SK;Нестандарт;Нестандарт
"3f75b95b-d29e-11ed-aa29-505dac4282cc";"14b504b0-4609-11ed-aa23-505dac4282cc";true;Полотна SK;4;Двери;Задор/Дельта;Полотна;Полотна SK;Полотна SK;Полотна SK
"7c54a8bd-d29f-11ed-aa29-505dac4282cc";abb98236-9b1b-11ee-8c27-c862deca6261;false;SK Белая Эмаль;6;Двери;Задор/Дельта;Полотна;Полотна SK;Стандарт;SK Белая Эмаль
"856f5485-e2b2-11ef-8c33-ac5a3889fd1c";abb98236-9b1b-11ee-8c27-c862deca6261;false;SK ЭкоШпон (ПВХ);6;Двери;Задор/Дельта;Полотна;Полотна SK;Стандарт;SK ЭкоШпон (ПВХ)
abb98236-9b1b-11ee-8c27-c862deca6261;"3f75b95b-d29e-11ed-aa29-505dac4282cc";true;Стандарт;5;Двери;Задор/Дельта;Полотна;Полотна SK;Стандарт;Стандарт
b940c095-9d82-11ee-8c27-c862deca6261;"11e6fc9e-a4f0-11ec-aa0b-505dac4282cc";true;SP 51;5;Двери;Задор/Дельта;Полотна;Полотна SP;SP 51;SP 51
fef5ef15-9d82-11ee-8c27-c862deca6261;b940c095-9d82-11ee-8c27-c862deca6261;false;Беленный дуб;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 51;Беленный дуб
e9c3bd1c-9d82-11ee-8c27-c862deca6261;b940c095-9d82-11ee-8c27-c862deca6261;false;Бренди;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 51;Бренди
dbc1fd6c-9d82-11ee-8c27-c862deca6261;b940c095-9d82-11ee-8c27-c862deca6261;false;Нордик;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 51;Нордик
"70b183c2-5fee-11ec-a9fd-505dac4282cc";b940c095-9d82-11ee-8c27-c862deca6261;false;Светло серый;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 51;Светло серый
a4c1b405-53ce-11ef-8c2f-abbb5dfcbbbc;"11e6fc9e-a4f0-11ec-aa0b-505dac4282cc";true;SP 56;5;Двери;Задор/Дельта;Полотна;Полотна SP;SP 56;SP 56
b9ba056c-53ce-11ef-8c2f-abbb5dfcbbbc;a4c1b405-53ce-11ef-8c2f-abbb5dfcbbbc;false;Бетон темный;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 56;Бетон темный
"2393b2d4-9d83-11ee-8c27-c862deca6261";"11e6fc9e-a4f0-11ec-aa0b-505dac4282cc";true;SP 57;5;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;SP 57
"934f64a6-9d83-11ee-8c27-c862deca6261";"2393b2d4-9d83-11ee-8c27-c862deca6261";false;Бетон светлый;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;Бетон светлый
"9b5d9d5a-9d83-11ee-8c27-c862deca6261";"2393b2d4-9d83-11ee-8c27-c862deca6261";false;Бетон темный;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;Бетон темный
b7fd98c8-220d-11ed-aa20-505dac4282cc;"2393b2d4-9d83-11ee-8c27-c862deca6261";false;Бренди;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;Бренди
"37e0d0fa-9d83-11ee-8c27-c862deca6261";"2393b2d4-9d83-11ee-8c27-c862deca6261";false;Нордик;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;Нордик
c032aa86-9d83-11ee-8c27-c862deca6261;"2393b2d4-9d83-11ee-8c27-c862deca6261";false;Орех Карамель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;Орех Карамель
cd6e75f1-9d83-11ee-8c27-c862deca6261;"2393b2d4-9d83-11ee-8c27-c862deca6261";false;Светло серый;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;Светло серый
"85dccc2c-9d83-11ee-8c27-c862deca6261";"2393b2d4-9d83-11ee-8c27-c862deca6261";false;Светлый лён;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;Светлый лён
"2b17947f-9d83-11ee-8c27-c862deca6261";"2393b2d4-9d83-11ee-8c27-c862deca6261";false;Сканди;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;Сканди
"46015e5a-9d83-11ee-8c27-c862deca6261";"2393b2d4-9d83-11ee-8c27-c862deca6261";false;Темно серый;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;Темно серый
"46015dda-9d83-11ee-8c27-c862deca6261";"2393b2d4-9d83-11ee-8c27-c862deca6261";false;Тёмный лён;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 57;Тёмный лён
c11d3e9f-9d90-11ee-8c27-c862deca6261;"11e6fc9e-a4f0-11ec-aa0b-505dac4282cc";true;SP 64;5;Двери;Задор/Дельта;Полотна;Полотна SP;SP 64;SP 64
e041deeb-9d90-11ee-8c27-c862deca6261;c11d3e9f-9d90-11ee-8c27-c862deca6261;false;Бетон темный Черный лакобель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 64;Бетон темный Черный лакобель
"1e602cf6-9d91-11ee-8c27-c862deca6261";c11d3e9f-9d90-11ee-8c27-c862deca6261;false;Нордик Сатинато;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 64;Нордик Сатинато
d9c8e033-9d90-11ee-8c27-c862deca6261;c11d3e9f-9d90-11ee-8c27-c862deca6261;false;Нордик Чёрный лакобель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 64;Нордик Чёрный лакобель
"7fe5524e-5fee-11ec-a9fd-505dac4282cc";c11d3e9f-9d90-11ee-8c27-c862deca6261;false;Сканди Сатинато;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 64;Сканди Сатинато
"3d74185a-9d91-11ee-8c27-c862deca6261";c11d3e9f-9d90-11ee-8c27-c862deca6261;false;Сканди Черный лакобель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 64;Сканди Черный лакобель
e8c9c093-9d90-11ee-8c27-c862deca6261;c11d3e9f-9d90-11ee-8c27-c862deca6261;false;Темно серый чёрный лакобель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 64;Темно серый чёрный лакобель
c11d3f52-9d90-11ee-8c27-c862deca6261;"11e6fc9e-a4f0-11ec-aa0b-505dac4282cc";true;SP 65;5;Двери;Задор/Дельта;Полотна;Полотна SP;SP 65;SP 65
"1f4c87bc-9d97-11ee-8c27-c862deca6261";c11d3f52-9d90-11ee-8c27-c862deca6261;false;Сканди;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 65;Сканди
"1f4c86eb-9d97-11ee-8c27-c862deca6261";c11d3f52-9d90-11ee-8c27-c862deca6261;false;Тёмно-серый;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 65;Тёмно-серый
d46d23fd-2f2f-11ed-aa21-505dac4282cc;c11d3f52-9d90-11ee-8c27-c862deca6261;false;Тёмный лён;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 65;Тёмный лён
c732196a-9d90-11ee-8c27-c862deca6261;"11e6fc9e-a4f0-11ec-aa0b-505dac4282cc";true;SP 66;5;Двери;Задор/Дельта;Полотна;Полотна SP;SP 66;SP 66
"786e48fb-5fee-11ec-a9fd-505dac4282cc";c732196a-9d90-11ee-8c27-c862deca6261;false;Бетон светлый Чёрный лакобель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 66;Бетон светлый Чёрный лакобель
edf9091a-9d98-11ee-8c27-c862deca6261;c732196a-9d90-11ee-8c27-c862deca6261;false;Бетон тёмный Чёрный лакобель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 66;Бетон тёмный Чёрный лакобель
db7062e5-9d98-11ee-8c27-c862deca6261;c732196a-9d90-11ee-8c27-c862deca6261;false;Нордик Чёрный лакобель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 66;Нордик Чёрный лакобель
"642d9d9f-9d98-11ee-8c27-c862deca6261";c732196a-9d90-11ee-8c27-c862deca6261;false;Орех Карамель Чёрный лакобель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 66;Орех Карамель Чёрный лакобель
"4637cb2d-9d98-11ee-8c27-c862deca6261";c732196a-9d90-11ee-8c27-c862deca6261;false;Светло-серый Чёрный лакобель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 66;Светло-серый Чёрный лакобель
"3aceddcb-9d99-11ee-8c27-c862deca6261";c732196a-9d90-11ee-8c27-c862deca6261;false;Светлый лён Зеркало люкс;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 66;Светлый лён Зеркало люкс
"2a8c7976-9d98-11ee-8c27-c862deca6261";c732196a-9d90-11ee-8c27-c862deca6261;false;Светлый лён Чёрный лакобель;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 66;Светлый лён Чёрный лакобель
"32854e50-9d98-11ee-8c27-c862deca6261";c732196a-9d90-11ee-8c27-c862deca6261;false;Сканди;6;Двери;Задор/Дельта;Полотна;Полотна SP;SP 66;Сканди
